SIM : [ 
0.00,0.25,0.00,0.00,0.41,0.00,0.00,0.47,0.86,0.81,0.28,0.40,0.07,0.00,0.00,0.42,0.78,0.61,0.78,0.24,0.62,0.00,0.59,0.38,0.28,0.00,0.65,0.50,0.00,0.67,0.28,0.64,0.00,0.47,0.00,0.30,0.03,0.00,0.00,0.00
0.25,0.00,0.32,0.00,0.41,0.00,0.00,0.71,1.00,0.18,0.10,0.61,0.63,0.69,0.32,0.05,0.02,0.97,0.03,0.66,0.00,0.19,0.00,0.16,0.48,0.92,0.66,0.98,0.00,0.27,0.76,0.33,0.67,1.00,0.13,0.39,0.88,0.43,0.44,0.00
0.00,0.32,0.00,0.00,0.33,0.00,0.59,0.18,0.00,0.26,0.86,0.46,0.30,0.21,0.00,0.84,0.47,0.73,0.00,0.76,0.90,0.52,0.17,0.00,0.93,0.99,0.34,0.26,0.76,0.56,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.09,0.02,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.10,0.08,0.78,0.00,0.69,0.00,0.00,0.90,0.30,0.59,0.50,0.25,0.49,0.01,0.00,0.49,0.00,0.63,0.33,0.00,0.63,0.00,0.23,0.61,0.74,0.60,0.75,0.04
0.41,0.41,0.33,0.00,0.00,0.74,0.55,0.19,0.96,0.49,0.99,0.00,0.37,0.00,0.15,0.98,0.00,0.47,0.51,0.52,0.11,0.00,0.00,0.00,0.47,0.52,0.85,0.54,0.00,0.26,1.00,0.39,0.23,0.00,0.00,0.47,0.00,0.74,0.94,0.47
0.00,0.00,0.00,0.00,0.74,0.00,0.13,0.00,0.11,0.78,0.13,0.97,0.80,0.92,0.90,0.47,0.09,0.76,0.14,0.93,0.85,0.45,0.11,0.31,0.00,0.17,0.38,0.46,0.21,0.80,0.82,0.85,0.00,0.74,0.26,0.00,0.69,0.23,0.00,0.10
0.00,0.00,0.59,0.00,0.55,0.13,0.00,0.00,0.41,0.18,0.28,0.19,0.16,0.79,0.93,0.76,0.72,0.50,0.00,0.11,0.75,0.06,0.20,0.85,0.00,0.00,0.83,0.96,0.35,0.27,0.05,0.99,0.88,0.18,0.00,0.00,0.42,0.00,0.88,0.00
0.47,0.71,0.18,0.00,0.19,0.00,0.00,0.00,0.73,0.62,0.54,0.46,0.83,0.00,0.98,0.45,0.16,0.85,0.91,0.86,0.00,0.39,0.22,0.00,0.89,0.94,0.46,0.00,0.00,0.24,0.13,0.51,0.10,0.00,0.00,0.87,0.00,0.35,0.03,0.63
0.86,1.00,0.00,0.00,0.96,0.11,0.41,0.73,0.00,0.88,0.36,0.74,0.17,0.00,0.00,0.10,0.60,0.00,0.02,0.50,0.21,0.69,0.99,0.79,0.88,0.34,0.00,0.00,0.05,0.00,0.00,0.00,0.47,0.71,0.17,0.50,0.21,0.08,0.49,0.00
0.81,0.18,0.26,0.19,0.49,0.78,0.18,0.62,0.88,0.00,0.00,0.38,0.12,0.41,0.98,0.90,0.82,0.00,0.00,0.00,0.62,0.67,0.51,0.84,0.32,0.00,0.00,0.35,0.83,0.33,0.48,0.36,0.59,0.10,0.79,0.29,0.60,0.16,0.47,0.27
0.28,0.10,0.86,0.00,0.99,0.13,0.28,0.54,0.36,0.00,0.00,0.59,0.59,0.79,0.63,0.92,0.23,0.55,0.23,0.26,0.26,0.09,0.57,0.60,0.96,0.77,0.03,0.25,0.19,0.27,0.00,0.40,0.69,0.40,0.39,0.56,0.67,0.24,0.00,0.29
0.40,0.61,0.46,0.00,0.00,0.97,0.19,0.46,0.74,0.38,0.59,0.00,0.95,0.03,0.50,0.39,0.85,0.43,0.27,0.54,0.94,0.88,0.80,0.80,0.97,0.66,0.75,0.85,0.00,0.29,0.01,0.00,0.50,0.90,0.15,0.33,0.00,0.66,0.28,0.06
0.07,0.63,0.30,0.10,0.37,0.80,0.16,0.83,0.17,0.12,0.59,0.95,0.00,0.68,0.47,0.19,0.25,0.64,0.43,0.19,0.64,0.00,0.55,0.00,0.99,0.63,0.00,0.00,0.75,0.00,0.00,0.03,0.90,0.92,0.52,0.54,0.70,0.00,0.10,1.00
0.00,0.69,0.21,0.08,0.00,0.92,0.79,0.00,0.00,0.41,0.79,0.03,0.68,0.00,0.90,0.91,0.64,0.64,0.70,0.05,0.02,0.00,0.84,0.13,0.47,0.00,0.53,0.58,0.00,0.34,0.49,0.27,0.82,0.66,0.93,0.31,0.99,0.77,0.83,0.00
0.00,0.32,0.00,0.78,0.15,0.90,0.93,0.98,0.00,0.98,0.63,0.50,0.47,0.90,0.00,0.65,0.00,0.40,0.26,0.07,0.30,0.70,0.20,0.32,0.08,0.28,0.47,0.00,0.55,0.00,0.54,0.00,0.78,0.66,0.00,0.15,0.96,0.00,0.88,0.73
0.42,0.05,0.84,0.00,0.98,0.47,0.76,0.45,0.10,0.90,0.92,0.39,0.19,0.91,0.65,0.00,0.65,0.00,0.21,0.00,0.00,0.32,0.00,0.67,0.28,0.72,0.42,0.75,0.25,0.77,0.00,0.76,0.93,0.38,0.55,0.00,0.09,0.48,0.73,0.71
0.78,0.02,0.47,0.69,0.00,0.09,0.72,0.16,0.60,0.82,0.23,0.85,0.25,0.64,0.00,0.65,0.00,0.45,0.00,0.56,0.23,0.61,0.15,0.97,0.36,0.22,0.61,0.78,0.57,0.72,0.00,0.18,0.98,0.19,0.26,0.92,0.17,0.00,0.00,0.79
0.61,0.97,0.73,0.00,0.47,0.76,0.50,0.85,0.00,0.00,0.55,0.43,0.64,0.64,0.40,0.00,0.45,0.00,0.90,0.62,0.93,0.01,0.01,0.00,0.82,0.18,0.53,0.00,0.05,0.15,0.00,0.30,0.42,0.00,0.00,0.79,0.84,0.00,0.00,0.00
0.78,0.03,0.00,0.00,0.51,0.14,0.00,0.91,0.02,0.00,0.23,0.27,0.43,0.70,0.26,0.21,0.00,0.90,0.00,0.44,0.85,0.42,0.29,0.16,0.41,0.00,0.98,0.00,0.72,0.82,0.33,0.64,0.15,0.13,0.19,0.00,0.00,0.70,0.56,0.77
0.24,0.66,0.76,0.90,0.52,0.93,0.11,0.86,0.50,0.00,0.26,0.54,0.19,0.05,0.07,0.00,0.56,0.62,0.44,0.00,0.00,0.00,0.42,1.00,0.00,0.63,0.60,0.16,0.63,0.65,0.63,0.80,0.00,0.00,0.00,0.39,0.20,0.82,0.42,0.37
0.62,0.00,0.90,0.30,0.11,0.85,0.75,0.00,0.21,0.62,0.26,0.94,0.64,0.02,0.30,0.00,0.23,0.93,0.85,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.61,0.00,0.25,0.90,0.00,0.00,0.47,0.26,0.25,0.57,0.03,0.00,0.42,0.00
0.00,0.19,0.52,0.59,0.00,0.45,0.06,0.39,0.69,0.67,0.09,0.88,0.00,0.00,0.70,0.32,0.61,0.01,0.42,0.00,0.00,0.00,0.00,0.87,0.42,0.00,0.34,0.43,0.39,0.49,0.00,0.44,0.32,0.27,0.07,0.51,0.00,0.98,0.17,0.56
0.59,0.00,0.17,0.50,0.00,0.11,0.20,0.22,0.99,0.51,0.57,0.80,0.55,0.84,0.20,0.00,0.15,0.01,0.29,0.42,0.00,0.00,0.00,0.03,0.90,0.00,0.56,0.36,0.06,0.15,0.29,0.05,0.92,0.95,0.94,0.72,0.00,0.54,0.00,0.00
0.38,0.16,0.00,0.25,0.00,0.31,0.85,0.00,0.79,0.84,0.60,0.80,0.00,0.13,0.32,0.67,0.97,0.00,0.16,1.00,0.00,0.87,0.03,0.00,0.00,0.10,0.44,0.79,0.00,0.62,0.00,0.16,0.62,0.89,0.42,0.46,0.53,0.41,0.92,0.64
0.28,0.48,0.93,0.49,0.47,0.00,0.00,0.89,0.88,0.32,0.96,0.97,0.99,0.47,0.08,0.28,0.36,0.82,0.41,0.00,0.08,0.42,0.90,0.00,0.00,0.47,0.00,0.61,0.90,0.64,0.01,0.00,0.30,0.12,0.32,0.26,0.00,0.75,0.00,0.91
0.00,0.92,0.99,0.01,0.52,0.17,0.00,0.94,0.34,0.00,0.77,0.66,0.63,0.00,0.28,0.72,0.22,0.18,0.00,0.63,0.04,0.00,0.00,0.10,0.47,0.00,0.58,0.00,0.18,0.71,0.34,0.54,0.83,0.43,0.18,0.14,0.83,0.94,0.59,0.78
0.65,0.66,0.34,0.00,0.85,0.38,0.83,0.46,0.00,0.00,0.03,0.75,0.00,0.53,0.47,0.42,0.61,0.53,0.98,0.60,0.61,0.34,0.56,0.44,0.00,0.58,0.00,0.61,0.02,0.00,0.00,0.00,0.26,0.00,0.67,0.69,0.53,0.31,0.00,0.00
0.50,0.98,0.26,0.49,0.54,0.46,0.96,0.00,0.00,0.35,0.25,0.85,0.00,0.58,0.00,0.75,0.78,0.00,0.00,0.16,0.00,0.43,0.36,0.79,0.61,0.00,0.61,0.00,0.00,0.66,0.00,0.91,0.83,0.99,0.23,0.00,0.94,0.00,0.25,0.78
0.00,0.00,0.76,0.00,0.00,0.21,0.35,0.00,0.05,0.83,0.19,0.00,0.75,0.00,0.55,0.25,0.57,0.05,0.72,0.63,0.25,0.39,0.06,0.00,0.90,0.18,0.02,0.00,0.00,0.46,0.42,0.79,0.44,0.49,0.37,0.00,0.00,0.00,0.70,0.63
0.67,0.27,0.56,0.63,0.26,0.80,0.27,0.24,0.00,0.33,0.27,0.29,0.00,0.34,0.00,0.77,0.72,0.15,0.82,0.65,0.90,0.49,0.15,0.62,0.64,0.71,0.00,0.66,0.46,0.00,0.71,0.00,0.77,0.40,0.89,0.00,0.13,0.51,0.49,0.78
0.28,0.76,0.00,0.33,1.00,0.82,0.05,0.13,0.00,0.48,0.00,0.01,0.00,0.49,0.54,0.00,0.00,0.00,0.33,0.63,0.00,0.00,0.29,0.00,0.01,0.34,0.00,0.00,0.42,0.71,0.00,0.21,0.00,0.00,0.96,0.73,0.41,0.51,0.71,0.00
0.64,0.33,0.00,0.00,0.39,0.85,0.99,0.51,0.00,0.36,0.40,0.00,0.03,0.27,0.00,0.76,0.18,0.30,0.64,0.80,0.00,0.44,0.05,0.16,0.00,0.54,0.00,0.91,0.79,0.00,0.21,0.00,0.47,0.00,0.08,0.45,0.00,1.00,0.37,0.00
0.00,0.67,0.00,0.63,0.23,0.00,0.88,0.10,0.47,0.59,0.69,0.50,0.90,0.82,0.78,0.93,0.98,0.42,0.15,0.00,0.47,0.32,0.92,0.62,0.30,0.83,0.26,0.83,0.44,0.77,0.00,0.47,0.00,0.47,0.00,0.98,0.26,0.59,0.01,0.24
0.47,1.00,0.96,0.00,0.00,0.74,0.18,0.00,0.71,0.10,0.40,0.90,0.92,0.66,0.66,0.38,0.19,0.00,0.13,0.00,0.26,0.27,0.95,0.89,0.12,0.43,0.00,0.99,0.49,0.40,0.00,0.00,0.47,0.00,0.57,0.84,0.00,0.00,0.00,0.85
