SIM : [ 
0.00,0.00,0.39,0.02,0.25,0.00,0.42,0.00,0.00,0.26,0.00,0.03,0.00,0.00,0.71,0.00,0.00,0.22,0.00,0.18,0.00,0.00,0.09,0.49,0.02,0.44,0.00,0.70,0.00,0.18,0.59,0.34,0.00,0.18,0.21,0.83,0.00,0.00,0.76,0.17
0.00,0.00,0.88,0.00,0.62,0.92,0.80,0.00,1.00,0.00,0.57,0.00,0.00,0.08,0.06,0.93,0.00,0.93,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.98,0.00,0.00,0.29,0.00,0.06,0.35,0.00,0.00,0.00,0.00,0.10,0.00
0.39,0.88,0.00,0.00,0.00,0.27,0.00,0.33,0.00,0.89,0.00,0.38,0.01,0.43,0.32,0.44,0.00,0.00,0.00,0.53,0.75,0.24,0.58,0.00,0.04,0.06,0.97,0.00,0.00,0.00,0.77,0.09,0.00,0.00,0.00,0.45,0.00,0.53,0.64,0.68
0.02,0.00,0.00,0.00,0.00,0.93,0.34,0.20,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.47,0.00,0.46,0.86,0.25,0.34,0.00,0.00,0.59,0.00,0.00,0.32,0.99,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.96,0.00,0.73
0.25,0.62,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.88,0.00,0.25,0.00,0.00,0.00,0.04,0.35,0.10,0.24,0.40,0.00,0.71,0.00,0.20,0.00,0.84,0.00,0.37,0.38,0.00,0.00,0.00,0.35,0.00,0.42,0.00,0.19,0.85,0.00,0.98
0.00,0.92,0.27,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.25,0.14,0.44,0.00,0.00,0.23,0.71,0.42,0.65,0.76,0.41,0.00,0.35,0.00,0.00,0.99,0.13,0.00,0.26,0.86,0.00,0.74,0.28,0.16,0.00,0.79,0.05,0.00
0.42,0.80,0.00,0.34,0.73,0.00,0.00,0.00,0.67,0.00,0.03,0.30,0.98,0.37,0.82,0.79,0.98,0.00,0.00,0.67,0.95,0.00,0.11,0.00,0.96,0.00,0.35,0.07,0.11,0.00,0.09,0.00,0.24,0.32,0.73,0.00,0.00,0.55,0.00,0.00
0.00,0.00,0.33,0.20,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.24,0.00,0.04,0.63,0.00,0.87,0.00,0.49,0.00,0.87,0.28,0.05,0.00,0.78,0.00,0.95,0.63,0.00,0.00,0.14,0.00,0.00,0.16,0.03,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.88,0.00,0.00,0.67,0.68,0.00,0.00,0.14,0.32,0.84,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.47,0.16,0.58,0.62,0.00,0.83,0.99,0.56,0.08,0.52,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.30,0.56
0.26,0.00,0.89,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.53,0.97,0.49,1.00,1.00,0.00,0.38,0.90,0.00,0.00,0.00,0.55,0.07,0.00,0.64,0.39,0.00,0.00,0.00,0.00,0.27,0.79,0.00,0.35,0.38,0.00
0.00,0.57,0.00,0.00,0.00,0.00,0.03,0.00,0.14,0.00,0.00,0.00,0.76,0.00,0.88,0.00,0.25,0.32,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.59,0.00,0.20,0.74,0.00,0.78,0.29,0.00,0.05,0.37,0.86,0.00,0.00,0.00,0.99
0.03,0.00,0.38,0.00,0.25,0.55,0.30,0.24,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.23,0.73,0.00,0.00,0.54,0.00,0.38,0.40,0.00,0.37,0.00,0.00,0.88,0.30,0.42,0.31,0.43,0.00,0.00,0.25,0.00,0.00
0.00,0.00,0.01,0.00,0.00,0.25,0.98,0.00,0.84,0.69,0.76,0.00,0.00,0.00,0.00,0.41,0.47,0.37,0.49,0.01,0.22,0.00,0.43,0.00,0.01,0.56,0.00,0.87,0.01,0.00,0.66,0.00,0.00,0.25,0.77,0.00,0.01,0.00,0.00,0.32
0.00,0.08,0.43,0.00,0.00,0.14,0.37,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.64,0.00,0.00,0.00,0.00,0.34,0.96,0.00,0.21,0.00,0.05,0.00,0.62,0.00,0.00,0.00,0.26,0.22,0.00,0.60,0.00,0.00,0.00,0.12
0.71,0.06,0.32,0.00,0.00,0.44,0.82,0.63,0.00,0.53,0.88,0.00,0.00,0.06,0.00,0.00,0.00,0.60,0.00,0.17,0.00,0.02,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.85,0.41,0.00,0.18,0.87,0.68,0.00,0.00,0.63,0.09
0.00,0.93,0.44,0.00,0.04,0.00,0.79,0.00,0.00,0.97,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.56,0.00,0.71,0.14,0.82,0.61,0.27,0.00,0.00,0.00,0.00,0.71,0.00,0.46,0.00,0.76,0.26,0.75,0.87,0.38,0.59,0.51,0.95
0.00,0.00,0.00,0.34,0.35,0.00,0.98,0.87,0.00,0.49,0.25,0.00,0.47,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.41,0.93,0.00,0.00,0.00,0.00,0.00,0.88,0.63,0.48,0.00,0.28,0.17,0.00,0.84
0.22,0.93,0.00,0.47,0.10,0.23,0.00,0.00,0.62,1.00,0.32,0.78,0.37,0.00,0.60,0.56,0.00,0.00,0.35,0.13,0.89,0.80,0.07,0.93,0.27,0.14,0.73,0.00,0.00,0.54,0.17,0.17,0.38,0.00,0.00,0.00,0.96,0.00,0.59,0.60
0.00,0.00,0.00,0.00,0.24,0.71,0.00,0.49,0.00,1.00,0.00,0.23,0.49,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.13,0.76,0.00,0.03,0.28,0.00,0.00,0.69,0.00,0.12,0.73,0.00,0.85,0.97,0.95,0.00,0.39
0.18,0.75,0.53,0.46,0.40,0.42,0.67,0.00,0.00,0.00,0.00,0.73,0.01,0.00,0.17,0.71,0.00,0.13,0.00,0.00,0.00,0.28,0.92,0.46,0.87,0.73,0.69,0.00,0.00,0.60,0.00,0.04,0.38,0.07,0.00,0.00,0.00,0.13,0.00,0.00
0.00,0.00,0.75,0.86,0.00,0.65,0.95,0.87,0.47,0.38,0.00,0.00,0.22,0.00,0.00,0.14,0.00,0.89,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.94,0.00,0.79,0.00,0.52,0.00,0.66,0.78,0.00,0.05
